# object name: SOLAR_PANEL+Y
-0.261799 -1.047198 0.090909
0.000000 -1.047198 0.000000
0.261799 -1.047198 0.090909
0.523599 -1.047198 0.089744
0.785398 -1.047198 0.083871
1.047198 -1.047198 0.076923
1.308997 -1.047198 0.097403
1.570796 -1.047198 0.000000
1.832596 -1.047198 0.097403
2.094395 -1.047198 0.076923
2.356194 -1.047198 0.083871
2.617994 -1.047198 0.089744
2.879793 -1.047198 0.090909
3.141593 -1.047198 0.000000

-3.141593 -0.785398 0.000000
-2.879793 -0.785398 0.127820
-2.617994 -0.785398 0.158273
-2.356194 -0.785398 0.153285
-2.094395 -0.785398 0.158273
-1.832596 -0.785398 0.120301
-1.570796 -0.785398 0.000000
-1.308997 -0.785398 0.120301
-1.047198 -0.785398 0.158273
-0.785398 -0.785398 0.153285
-0.523599 -0.785398 0.158273
-0.261799 -0.785398 0.127820
0.000000 -0.785398 0.000000
0.261799 -0.785398 0.127820
0.523599 -0.785398 0.158273
0.785398 -0.785398 0.153285
1.047198 -0.785398 0.158273
1.308997 -0.785398 0.120301
1.570796 -0.785398 0.000000
1.832596 -0.785398 0.120301
2.094395 -0.785398 0.158273
2.356194 -0.785398 0.153285
2.617994 -0.785398 0.158273
2.879793 -0.785398 0.127820
3.141593 -0.785398 0.000000

-3.141593 -0.523599 0.142857
-2.879793 -0.523599 0.196262
-2.617994 -0.523599 0.226415
-2.356194 -0.523599 0.242991
-2.094395 -0.523599 0.226415
-1.832596 -0.523599 0.177570
-1.570796 -0.523599 0.000000
-1.308997 -0.523599 0.177570
-1.047198 -0.523599 0.226415
-0.785398 -0.523599 0.242991
-0.523599 -0.523599 0.226415
-0.261799 -0.523599 0.196262
0.000000 -0.523599 0.142857
0.261799 -0.523599 0.196262
0.523599 -0.523599 0.226415
0.785398 -0.523599 0.242991
1.047198 -0.523599 0.226415
1.308997 -0.523599 0.177570
1.570796 -0.523599 0.000000
1.832596 -0.523599 0.177570
2.094395 -0.523599 0.226415
2.356194 -0.523599 0.242991
2.617994 -0.523599 0.226415
2.879793 -0.523599 0.196262
3.141593 -0.523599 0.142857

-3.141593 -0.261799 0.250000
-2.879793 -0.261799 0.344828
-2.617994 -0.261799 0.402778
-2.356194 -0.261799 0.385714
-2.094395 -0.261799 0.388889
-1.832596 -0.261799 0.344828
-1.570796 -0.261799 0.000000
-1.308997 -0.261799 0.344828
-1.047198 -0.261799 0.388889
-0.785398 -0.261799 0.385714
-0.523599 -0.261799 0.402778
-0.261799 -0.261799 0.344828
0.000000 -0.261799 0.250000
0.261799 -0.261799 0.344828
0.523599 -0.261799 0.402778
0.785398 -0.261799 0.385714
1.047198 -0.261799 0.388889
1.308997 -0.261799 0.344828
1.570796 -0.261799 0.000000
1.832596 -0.261799 0.344828
2.094395 -0.261799 0.388889
2.356194 -0.261799 0.385714
2.617994 -0.261799 0.402778
2.879793 -0.261799 0.344828
3.141593 -0.261799 0.250000

-3.141593 0.000000 1.000000
-2.879793 0.000000 0.866667
-2.617994 0.000000 0.941176
-2.356194 0.000000 1.000000
-2.094395 0.000000 0.941176
-1.832596 0.000000 0.866667
-1.570796 0.000000 1.000000
-1.308997 0.000000 0.866667
-1.047198 0.000000 0.941176
-0.785398 0.000000 1.000000
-0.523599 0.000000 0.941176
-0.261799 0.000000 0.866667
0.000000 0.000000 1.000000
0.261799 0.000000 0.866667
0.523599 0.000000 0.941176
0.785398 0.000000 1.000000
1.047198 0.000000 0.941176
1.308997 0.000000 0.866667
1.570796 0.000000 1.000000
1.832596 0.000000 0.866667
2.094395 0.000000 0.941176
2.356194 0.000000 1.000000
2.617994 0.000000 0.941176
2.879793 0.000000 0.866667
3.141593 0.000000 1.000000

-3.141593 0.261799 1.000000
-2.879793 0.261799 0.965517
-2.617994 0.261799 0.972222
-2.356194 0.261799 1.000000
-2.094395 0.261799 0.972222
-1.832596 0.261799 0.982759
-1.570796 0.261799 1.000000
-1.308997 0.261799 0.982759
-1.047198 0.261799 0.972222
-0.785398 0.261799 1.000000
-0.523599 0.261799 0.972222
-0.261799 0.261799 0.965517
0.000000 0.261799 1.000000
0.261799 0.261799 0.965517
0.523599 0.261799 0.972222
0.785398 0.261799 1.000000
1.047198 0.261799 0.972222
1.308997 0.261799 0.982759
1.570796 0.261799 1.000000
1.832596 0.261799 0.982759
2.094395 0.261799 0.972222
2.356194 0.261799 1.000000
2.617994 0.261799 0.972222
2.879793 0.261799 0.965517
3.141593 0.261799 1.000000

-3.141593 0.523599 1.000000
-2.879793 0.523599 0.981308
-2.617994 0.523599 0.990566
-2.356194 0.523599 0.981308
-2.094395 0.523599 0.981132
-1.832596 0.523599 1.000000
-1.570796 0.523599 1.000000
-1.308997 0.523599 1.000000
-1.047198 0.523599 0.981132
-0.785398 0.523599 0.981308
-0.523599 0.523599 0.990566
-0.261799 0.523599 0.981308
0.000000 0.523599 1.000000
0.261799 0.523599 0.981308
0.523599 0.523599 0.990566
0.785398 0.523599 0.981308
1.047198 0.523599 0.981132
1.308997 0.523599 1.000000
1.570796 0.523599 1.000000
1.832596 0.523599 1.000000
2.094395 0.523599 0.981132
2.356194 0.523599 0.981308
2.617994 0.523599 0.990566
2.879793 0.523599 0.981308
3.141593 0.523599 1.000000

-3.141593 0.785398 1.000000
-2.879793 0.785398 0.984962
-2.617994 0.785398 0.978417
-2.356194 0.785398 0.985401
-2.094395 0.785398 0.985612
-1.832596 0.785398 0.977444
-1.570796 0.785398 1.000000
-1.308997 0.785398 0.977444
-1.047198 0.785398 0.985612
-0.785398 0.785398 0.985401
-0.523599 0.785398 0.978417
-0.261799 0.785398 0.984962
0.000000 0.785398 1.000000
0.261799 0.785398 0.984962
0.523599 0.785398 0.978417
0.785398 0.785398 0.985401
1.047198 0.785398 0.985612
1.308997 0.785398 0.977444
1.570796 0.785398 1.000000
1.832596 0.785398 0.977444
2.094395 0.785398 0.985612
2.356194 0.785398 0.985401
2.617994 0.785398 0.978417
2.879793 0.785398 0.984962
3.141593 0.785398 1.000000

-3.141593 1.047198 1.000000
-2.879793 1.047198 1.000000
-2.617994 1.047198 0.993590
-2.356194 1.047198 1.000000
-2.094395 1.047198 0.993590
-1.832596 1.047198 0.993506
-1.570796 1.047198 1.000000
-1.308997 1.047198 0.993506
-1.047198 1.047198 0.993590
-0.785398 1.047198 1.000000
-0.523599 1.047198 0.993590
-0.261799 1.047198 1.000000
0.000000 1.047198 1.000000
0.261799 1.047198 1.000000
0.523599 1.047198 0.993590
0.785398 1.047198 1.000000
1.047198 1.047198 0.993590
1.308997 1.047198 0.993506
1.570796 1.047198 1.000000
1.832596 1.047198 0.993506
2.094395 1.047198 0.993590
2.356194 1.047198 1.000000
2.617994 1.047198 0.993590
2.879793 1.047198 1.000000
3.141593 1.047198 1.000000

-3.141593 1.308997 1.000000
-2.879793 1.308997 1.000000
-2.617994 1.308997 0.994083
-2.356194 1.308997 1.000000
-2.094395 1.308997 0.994083
-1.832596 1.308997 1.000000
-1.570796 1.308997 1.000000
-1.308997 1.308997 1.000000
-1.047198 1.308997 0.994083
-0.785398 1.308997 1.000000
-0.523599 1.308997 0.994083
-0.261799 1.308997 1.000000
0.000000 1.308997 1.000000
0.261799 1.308997 1.000000
0.523599 1.308997 0.994083
0.785398 1.308997 1.000000
1.047198 1.308997 0.994083
1.308997 1.308997 1.000000
1.570796 1.308997 1.000000
1.832596 1.308997 1.000000
2.094395 1.308997 0.994083
2.356194 1.308997 1.000000
2.617994 1.308997 0.994083
2.879793 1.308997 1.000000
3.141593 1.308997 1.000000

-3.141593 1.570796 1.000000
-2.879793 1.570796 1.000000
-2.617994 1.570796 1.000000
-2.356194 1.570796 1.000000
-2.094395 1.570796 1.000000
-1.832596 1.570796 1.000000
-1.570796 1.570796 1.000000
-1.308997 1.570796 1.000000
-1.047198 1.570796 1.000000
-0.785398 1.570796 1.000000
-0.523599 1.570796 1.000000
-0.261799 1.570796 1.000000
0.000000 1.570796 1.000000
0.261799 1.570796 1.000000
0.523599 1.570796 1.000000
0.785398 1.570796 1.000000
1.047198 1.570796 1.000000
1.308997 1.570796 1.000000
1.570796 1.570796 1.000000
1.832596 1.570796 1.000000
2.094395 1.570796 1.000000
2.356194 1.570796 1.000000
2.617994 1.570796 1.000000
2.879793 1.570796 1.000000
3.141593 1.570796 1.000000

