#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                      ---- DRAMA ( SESAM 2.3.0 ) ----
#                                      ESA 2018 
#
#                              trajectory history file
#-------------------------------------------------------------------------------
# Filename      : PySara.Structure.a8639e99-0008-45a4-b2da-5ab048880d15_Trajectory.txt
# RunID         : PySara
# ObjectID      : a8639e99-0008-45a4-b2da-5ab048880d15
# ObjectName    : Structure
# Content       : This file contains the trajectory state data of the object,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach  Flight Path [deg]  Heading [deg]  Density [kg/m^2]  DynPressure [Pa]   Load Factor [g]
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1339.750          93.815    -44.178    -67.445            7.735        10429.130      2.624      0.000      0.000    0.27062   28.08281           -0.62692      194.24909         1.723e-06         5.155e+01         1.621e-01 
  1340.750          93.731    -44.245    -67.468            7.733        10436.764      2.615      0.000      0.000    0.26654   28.08257           -0.63036      194.25958         1.750e-06         5.232e+01         1.640e-01 
  1341.750          93.645    -44.311    -67.492            7.732        10444.396      2.605      0.000      0.000    0.26250   28.08217           -0.63383      194.27010         1.777e-06         5.311e+01         1.659e-01 
  1342.750          93.560    -44.378    -67.515            7.730        10452.026      2.596      0.000      0.000    0.25851   28.08160           -0.63733      194.28067         1.805e-06         5.392e+01         1.678e-01 
  1343.750          93.473    -44.444    -67.539            7.729        10459.656      2.586      0.000      0.000    0.25456   28.08087           -0.64086      194.29127         1.833e-06         5.474e+01         1.697e-01 
  1344.750          93.387    -44.511    -67.562            7.727        10467.283      2.577      0.000      0.000    0.25065   28.07996           -0.64442      194.30191         1.862e-06         5.558e+01         1.717e-01 
  1345.750          93.299    -44.577    -67.586            7.725        10474.909      2.567      0.000      0.000    0.24677   28.07886           -0.64801      194.31260         1.891e-06         5.644e+01         1.736e-01 
  1346.750          93.212    -44.643    -67.610            7.724        10482.534      2.557      0.000      0.000    0.24294   28.07758           -0.65163      194.32332         1.921e-06         5.731e+01         1.757e-01 
  1347.750          93.124    -44.710    -67.634            7.722        10490.156      2.547      0.000      0.000    0.23915   28.07612           -0.65528      194.33409         1.952e-06         5.820e+01         1.777e-01 
  1348.750          93.035    -44.776    -67.657            7.721        10497.778      2.537      0.000      0.000    0.23540   28.07445           -0.65896      194.34489         1.983e-06         5.911e+01         1.809e-01 
  1349.750          92.946    -44.842    -67.681            7.719        10505.397      2.527      0.000      0.000    0.23170   28.07253           -0.66268      194.35574         2.015e-06         6.004e+01         1.846e-01 
  1350.750          92.857    -44.909    -67.705            7.717        10513.015      2.517      0.000      0.000    0.22803   28.07036           -0.66642      194.36662         2.048e-06         6.098e+01         1.883e-01 
  1351.750          92.767    -44.975    -67.729            7.715        10520.632      2.506      0.000      0.000    0.22440   28.06794           -0.67020      194.37755         2.081e-06         6.195e+01         1.922e-01 
  1352.750          92.676    -45.041    -67.753            7.714        10528.246      2.496      0.000      0.000    0.22081   28.06526           -0.67401      194.38852         2.115e-06         6.293e+01         1.963e-01 
  1353.750          92.585    -45.107    -67.777            7.712        10535.859      2.485      0.000      0.000    0.21726   28.06231           -0.67786      194.39953         2.150e-06         6.394e+01         2.005e-01 
  1354.750          92.494    -45.174    -67.801            7.710        10543.470      2.475      0.000      0.000    0.21375   28.05907           -0.68174      194.41058         2.186e-06         6.496e+01         2.048e-01 
  1355.750          92.402    -45.240    -67.825            7.708        10551.079      2.464      0.000      0.000    0.21028   28.05555           -0.68566      194.42167         2.222e-06         6.601e+01         2.093e-01 
  1356.750          92.309    -45.306    -67.849            7.706        10558.686      2.453      0.000      0.000    0.20685   28.05173           -0.68962      194.43280         2.259e-06         6.707e+01         2.140e-01 
  1357.750          92.216    -45.372    -67.873            7.704        10566.291      2.443      0.000      0.000    0.20346   28.04761           -0.69361      194.44397         2.297e-06         6.816e+01         2.189e-01 
  1358.750          92.123    -45.438    -67.898            7.702        10573.894      2.432      0.000      0.000    0.20010   28.04318           -0.69764      194.45519         2.336e-06         6.928e+01         2.239e-01 
  1359.750          92.029    -45.505    -67.922            7.700        10581.495      2.421      0.000      0.000    0.19679   28.03843           -0.70172      194.46644         2.375e-06         7.041e+01         2.292e-01 
  1360.750          91.934    -45.571    -67.946            7.698        10589.094      2.410      0.000      0.000    0.19351   28.03334           -0.70583      194.47774         2.416e-06         7.157e+01         2.346e-01 
  1361.750          91.839    -45.637    -67.970            7.695        10596.691      2.398      0.000      0.000    0.19027   28.02792           -0.70998      194.48908         2.457e-06         7.276e+01         2.403e-01 
  1362.750          91.743    -45.703    -67.995            7.693        10604.285      2.387      0.000      0.000    0.18707   28.02215           -0.71418      194.50046         2.499e-06         7.397e+01         2.463e-01 
  1363.750          91.647    -45.769    -68.019            7.691        10611.878      2.376      0.000      0.000    0.18391   28.01601           -0.71842      194.51188         2.543e-06         7.520e+01         2.525e-01 
  1364.750          91.551    -45.835    -68.044            7.688        10619.468      2.364      0.000      0.000    0.18078   28.00950           -0.72270      194.52335         2.587e-06         7.646e+01         2.590e-01 
  1365.750          91.453    -45.901    -68.068            7.686        10627.055      2.353      0.000      0.000    0.17769   28.00260           -0.72703      194.53485         2.632e-06         7.775e+01         2.657e-01 
  1366.750          91.356    -45.967    -68.093            7.683        10634.641      2.341      0.000      0.000    0.17464   27.99529           -0.73141      194.54640         2.678e-06         7.906e+01         2.728e-01 
  1367.750          91.257    -46.033    -68.117            7.681        10642.223      2.330      0.000      0.000    0.17162   27.98757           -0.73584      194.55799         2.726e-06         8.040e+01         2.803e-01 
  1368.750          91.158    -46.099    -68.142            7.678        10649.803      2.318      0.000      0.000    0.16864   27.97942           -0.74031      194.56962         2.774e-06         8.178e+01         2.880e-01 
  1369.750          91.059    -46.165    -68.166            7.675        10657.381      2.306      0.000      0.000    0.16570   27.97082           -0.74484      194.58129         2.824e-06         8.318e+01         2.962e-01 
  1370.750          90.959    -46.230    -68.191            7.672        10664.955      2.295      0.000      0.000    0.16279   27.96177           -0.74942      194.59300         2.874e-06         8.461e+01         3.048e-01 
