#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                      ---- DRAMA ( SESAM 2.3.0 ) ----
#                                      ESA 2018 
#
#                              trajectory history file
#-------------------------------------------------------------------------------
# Filename      : PySara.ADCS.e47378b3-1487-48d7-99ad-2143d6155f1d_Trajectory.txt
# RunID         : PySara
# ObjectID      : e47378b3-1487-48d7-99ad-2143d6155f1d
# ObjectName    : ADCS
# Content       : This file contains the trajectory state data of the object,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach  Flight Path [deg]  Heading [deg]  Density [kg/m^2]  DynPressure [Pa]   Load Factor [g]
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1418.300          85.372    -49.310    -69.406            7.408        11019.542      0.886      0.000      0.000    0.08195   26.94367           -1.07403      195.19457         7.705e-06         2.114e+02         7.892e-01 
  1419.300          85.232    -49.373    -69.432            7.400        11026.852      0.880      0.000      0.000    0.08008   26.89660           -1.08370      195.20813         7.885e-06         2.160e+02         8.004e-01 
  1420.300          85.092    -49.436    -69.459            7.392        11034.155      0.873      0.000      0.000    0.07823   26.84905           -1.09351      195.22172         8.071e-06         2.206e+02         8.119e-01 
  1421.300          84.950    -49.499    -69.485            7.384        11041.450      0.867      0.000      0.000    0.07642   26.80103           -1.10348      195.23535         8.263e-06         2.254e+02         8.236e-01 
  1422.300          84.808    -49.563    -69.511            7.376        11048.737      0.861      0.000      0.000    0.07464   26.75251           -1.11359      195.24901         8.461e-06         2.302e+02         8.356e-01 
  1423.300          84.664    -49.626    -69.538            7.368        11056.016      0.855      0.000      0.000    0.07288   26.70350           -1.12386      195.26271         8.664e-06         2.353e+02         8.478e-01 
  1424.300          84.519    -49.689    -69.564            7.360        11063.288      0.849      0.000      0.000    0.07116   26.65398           -1.13429      195.27644         8.874e-06         2.404e+02         8.604e-01 
  1425.300          84.372    -49.752    -69.591            7.352        11070.551      0.843      0.000      0.000    0.06947   26.60395           -1.14488      195.29020         9.091e-06         2.457e+02         8.732e-01 
  1426.300          84.225    -49.815    -69.618            7.343        11077.806      0.837      0.000      0.000    0.06780   26.55338           -1.15562      195.30400         9.314e-06         2.512e+02         8.863e-01 
  1427.300          84.076    -49.877    -69.644            7.335        11085.053      0.831      0.000      0.000    0.06617   26.50228           -1.16654      195.31783         9.544e-06         2.568e+02         8.998e-01 
  1428.300          83.926    -49.940    -69.671            7.326        11092.291      0.826      0.000      0.000    0.06456   26.45062           -1.17762      195.33170         9.782e-06         2.626e+02         9.136e-01 
  1429.300          83.775    -50.003    -69.697            7.317        11099.520      0.820      0.000      0.000    0.06298   26.39841           -1.18886      195.34559         1.003e-05         2.685e+02         9.277e-01 
  1430.300          83.622    -50.065    -69.724            7.308        11106.741      0.814      0.000      0.000    0.06143   26.34562           -1.20029      195.35952         1.028e-05         2.746e+02         9.423e-01 
  1431.300          83.469    -50.128    -69.751            7.299        11113.953      0.809      0.000      0.000    0.05991   26.29225           -1.21188      195.37348         1.054e-05         2.809e+02         9.571e-01 
