#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                      ---- DRAMA ( SESAM 2.3.0 ) ----
#                                      ESA 2018 
#
#                              trajectory history file
#-------------------------------------------------------------------------------
# Filename      : PySara.EPS.c6f93ddd-13e8-4599-b4e2-9b50c6ce708d_Trajectory.txt
# RunID         : PySara
# ObjectID      : c6f93ddd-13e8-4599-b4e2-9b50c6ce708d
# ObjectName    : EPS
# Content       : This file contains the trajectory state data of the object,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach  Flight Path [deg]  Heading [deg]  Density [kg/m^2]  DynPressure [Pa]   Load Factor [g]
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1446.300          79.886    -50.763    -70.024            6.104        11187.291      0.590      0.000      0.000    0.03405   21.60939           -2.09124      195.48517         1.871e-05         3.490e+02         3.402e+00 
  1447.300          79.662    -50.815    -70.047            6.071        11193.302      0.586      0.000      0.000    0.03287   21.46798           -2.12867      195.49614         1.938e-05         3.576e+02         3.464e+00 
  1448.300          79.435    -50.867    -70.070            6.037        11199.280      0.583      0.000      0.000    0.03172   21.32443           -2.16690      195.50705         2.009e-05         3.665e+02         3.529e+00 
  1449.300          79.205    -50.918    -70.092            6.002        11205.223      0.580      0.000      0.000    0.03060   21.17868           -2.20596      195.51789         2.082e-05         3.756e+02         3.596e+00 
  1450.300          78.973    -50.970    -70.115            5.967        11211.132      0.576      0.000      0.000    0.02951   21.03065           -2.24586      195.52868         2.159e-05         3.849e+02         3.666e+00 
  1451.300          78.738    -51.020    -70.137            5.931        11217.006      0.574      0.000      0.000    0.02844   20.88029           -2.28664      195.53939         2.240e-05         3.945e+02         3.738e+00 
  1452.300          78.500    -51.071    -70.160            5.894        11222.844      0.571      0.000      0.000    0.02741   20.72752           -2.32830      195.55003         2.325e-05         4.044e+02         3.812e+00 
  1453.300          78.259    -51.121    -70.182            5.856        11228.646      0.568      0.000      0.000    0.02640   20.57226           -2.37089      195.56060         2.413e-05         4.145e+02         3.889e+00 
  1454.300          78.015    -51.171    -70.204            5.818        11234.410      0.565      0.000      0.000    0.02542   20.41445           -2.41442      195.57108         2.506e-05         4.249e+02         3.969e+00 
  1455.300          77.769    -51.221    -70.226            5.779        11240.136      0.563      0.000      0.000    0.02447   20.25400           -2.45892      195.58149         2.603e-05         4.355e+02         4.051e+00 
  1456.300          77.519    -51.270    -70.248            5.739        11245.823      0.561      0.000      0.000    0.02355   20.09085           -2.50442      195.59182         2.706e-05         4.464e+02         4.136e+00 
  1457.300          77.267    -51.319    -70.270            5.699        11251.470      0.559      0.000      0.000    0.02265   19.92491           -2.55095      195.60206         2.813e-05         4.575e+02         4.223e+00 
  1458.300          77.012    -51.367    -70.291            5.657        11257.077      0.557      0.000      0.000    0.02178   19.75611           -2.59855      195.61220         2.925e-05         4.689e+02         4.314e+00 
  1459.300          76.754    -51.415    -70.313            5.615        11262.642      0.555      0.000      0.000    0.02094   19.58437           -2.64724      195.62226         3.043e-05         4.805e+02         4.407e+00 
  1460.300          76.493    -51.463    -70.334            5.571        11268.164      0.554      0.000      0.000    0.02012   19.40961           -2.69706      195.63222         3.167e-05         4.924e+02         4.503e+00 
  1461.300          76.230    -51.511    -70.355            5.527        11273.644      0.552      0.000      0.000    0.01933   19.23177           -2.74805      195.64207         3.296e-05         5.045e+02         4.602e+00 
  1462.300          75.963    -51.558    -70.377            5.482        11279.079      0.551      0.000      0.000    0.01856   19.05077           -2.80025      195.65182         3.433e-05         5.168e+02         4.703e+00 
  1463.300          75.694    -51.604    -70.397            5.435        11284.469      0.550      0.000      0.000    0.01782   18.86654           -2.85369      195.66147         3.576e-05         5.294e+02         4.807e+00 
  1464.300          75.422    -51.650    -70.418            5.388        11289.812      0.549      0.000      0.000    0.01710   18.67901           -2.90842      195.67100         3.726e-05         5.421e+02         4.914e+00 
  1465.300          75.147    -51.696    -70.439            5.340        11295.108      0.548      0.000      0.000    0.01640   18.48813           -2.96448      195.68041         3.884e-05         5.550e+02         5.023e+00 
  1466.300          74.870    -51.742    -70.460            5.290        11300.356      0.547      0.000      0.000    0.01573   18.29384           -3.02192      195.68970         4.050e-05         5.681e+02         5.134e+00 
  1467.300          74.590    -51.787    -70.480            5.240        11305.555      0.546      0.000      0.000    0.01508   18.09608           -3.08079      195.69887         4.224e-05         5.813e+02         5.247e+00 
  1468.300          74.307    -51.831    -70.500            5.188        11310.703      0.546      0.000      0.000    0.01446   17.89481           -3.14113      195.70790         4.407e-05         5.946e+02         5.363e+00 
